,Topic,Words,Frequency,Timestamp
13507,195,"studenten, weltverbesserer, empathie, fleißig, anstatt",4,2021-07-15 13:18:27.771428608+00:00
13508,196,"schrecken, erschuettern, schockiert, verloren, extreme",5,2021-07-15 13:18:27.771428608+00:00
13509,197,"ausbremser, energiewende, nordrheinwestfalen, innenminister, iban",4,2021-07-15 13:18:27.771428608+00:00
13510,198,"familie, staatskanzleichef, selbstlose, psychotherapeut, unterricht",1,2021-07-15 13:18:27.771428608+00:00
13511,199,"toyota, drinsteht, projekt, iban, stelle",6,2021-07-15 13:18:27.771428608+00:00
13512,200,"helikopter, wasseraufbereitung, hubschrauber, bundespolizei, erschreckende",10,2021-07-15 13:18:27.771428608+00:00
13513,201,"gymnasium, heiße, langanhaltender, streikdrohung, schoenenabend",1,2021-07-15 13:18:27.771428608+00:00
13514,202,"politikern, beweisen, obi, hilfsorganisationen, klimawandel",4,2021-07-15 13:18:27.771428608+00:00
13515,203,"stadt, hochwasser, cellos, dankemerkel, kasselberg",2,2021-07-15 13:18:27.771428608+00:00
13516,204,"weiermann, jungefrau, rechts, lagebericht, probleme",3,2021-07-15 13:18:27.771428608+00:00
13517,206,"brettspielheld, gemeindeverband, eifelplatz, sommerdamm, kunstrasenplatz",4,2021-07-15 13:18:27.771428608+00:00
13518,207,"hitdorfer, rettungsaktionen, containerriesen, hd, bahnanschluss",1,2021-07-15 13:18:27.771428608+00:00
13519,208,"finanzv, nordrhein, dpa, elementarschadenversicherung, elementarversicherungen",1,2021-07-15 13:18:27.771428608+00:00
13520,209,"obi, bislang, erftstadt, gefahren, eifel",5,2021-07-15 13:18:27.771428608+00:00
13521,210,"sass, sonnenterra, thw, naorthort, groortßtortntortils",2,2021-07-15 13:18:27.771428608+00:00
13522,211,"drohnenaufnahmen, spiegel, wettervorhersage, evakuier, apps",7,2021-07-15 13:18:27.771428608+00:00
13523,212,"todesopfern, lebenshilfe, duesseldorf, vermissten, gestorben",15,2021-07-15 13:18:27.771428608+00:00
13524,214,"kraehen, womoeglich, bewegt, weltuntergang, bewohner",7,2021-07-15 13:18:27.771428608+00:00
13525,216,"solidaritaetsfond, familien, freiwilligen, klimaschutz, asb",1,2021-07-15 13:18:27.771428608+00:00
13526,217,"liebsten, schuld, koennen, heute, windows",2,2021-07-15 13:18:27.771428608+00:00
13527,218,"familienmitglied, katastrophengebiet, spenden, betroffenen, vier",4,2021-07-15 13:18:27.771428608+00:00
13528,220,"haltestelle, steinbachtalsperre, thw, brandcorps, feuerwehrstadtort",4,2021-07-15 13:18:27.771428608+00:00
13529,221,"starkregen, steigender, ortpromenade, schutzmauer, abendbrotzeit",2,2021-07-15 13:18:27.771428608+00:00
13530,222,"thread, oeffnen, strom, wasserbarrieren, flexibler",1,2021-07-15 13:18:27.771428608+00:00
13531,226,"glimplflich, clock, danfoto, dreikoenigstag, solarclock",1,2021-07-15 13:18:27.771428608+00:00
13532,227,"verloren, eifel, klimawandel, intelligente, mellingburger",2,2021-07-15 13:18:27.771428608+00:00
13533,228,"landesumweltministeriums, jaehriges, rekord, feilt, planungstempo",1,2021-07-15 13:18:27.771428608+00:00
13534,229,"antworten, wasser, technisches, sanitaetskraefte, doktorarbeit",2,2021-07-15 13:18:27.771428608+00:00
13535,231,"boese, stuermen, drum, heldenblut, eingeschlafen",2,2021-07-15 13:18:27.771428608+00:00
13536,232,"mehrere, stadtgemeinde, forschungsteam, fqsum, medienberichten",2,2021-07-15 13:18:27.771428608+00:00
13537,234,"medien, katastrophengebiet, klimawandel, risk, monitoring",4,2021-07-15 13:18:27.771428608+00:00
13538,235,"bezirk, wakeboarder, extremsport, stuerzen, blattschuss",1,2021-07-15 13:18:27.771428608+00:00
13539,236,"dammbrueche, fuehrten, rohr, verstopftes, westmole",1,2021-07-15 13:18:27.771428608+00:00
13540,239,"arbre, containerterminal, hafengeburtstag, moselpromenade, monstroeser",2,2021-07-15 13:18:27.771428608+00:00
13541,242,"nederland, raketen, stromleitung, internationale, saudi",1,2021-07-15 13:18:27.771428608+00:00
13542,246,"hydrometeorologe, risikogebiete, interaktive, kartenmaler, mtw",1,2021-07-15 13:18:27.771428608+00:00
13543,247,"stuerzen, landkreis, fuerchterlichen, muensterlandzeitun, schlauchwall",2,2021-07-15 13:18:27.771428608+00:00
13544,248,"verletzte, rheinland, dpa, amazon, paketbestellungen",1,2021-07-15 13:18:27.771428608+00:00
13545,249,"schwachkoepfige, truppe, ortfaehre, alltagssituationen, wegschwemmen",3,2021-07-15 13:18:27.771428608+00:00
13546,250,"hundetrainerin, hundepension, ahrweiler, getroffenen, wetterticker",4,2021-07-15 13:18:27.771428608+00:00
13547,252,"einsatzkoordination, katastrophengebiet, pfalz, region, rheinland",3,2021-07-15 13:18:27.771428608+00:00
13548,253,"boysen, energien, fossilen, ueberdenken, geldspenden",4,2021-07-15 13:18:27.771428608+00:00
13549,254,"gesamtkontingent, kurzfristig, millionen, euro, data",2,2021-07-15 13:18:27.771428608+00:00
13550,255,"catastrophic, floods, deutschland, underwater, melting",1,2021-07-15 13:18:27.771428608+00:00
13551,256,"nacht, feuerwehr, muellverbrennung, waldbranduebung, muelldeponie",2,2021-07-15 13:18:27.771428608+00:00
13552,257,"bauen, vielleicht, besser, stadtgemeinde, prognosen",1,2021-07-15 13:18:27.771428608+00:00
13553,258,"hauseinstuerze, autos, wasser, couch, oberbuergermeisters",2,2021-07-15 13:18:27.771428608+00:00
13554,260,"retweeten, katastrophe, millionenhilfe, ostafrika, reiseradio",2,2021-07-15 13:18:27.771428608+00:00
13555,261,"rheinland, entsorgungsbetriebe, gabriels, bombendrohung, antennethueringen",2,2021-07-15 13:18:27.771428608+00:00
13556,262,"jahrzehnten, fast, meter, linksgruenrotverschwulte, bildquali",2,2021-07-15 13:18:27.771428608+00:00
13557,263,"unwetter, sigma, badenonline, wahlkampffail, weitlaeufige",1,2021-07-15 13:18:27.771428608+00:00
13558,264,"boomer, fliegt, pandemie, geaendert, news",3,2021-07-15 13:18:27.771428608+00:00
13559,265,"betroffenen, andernorts, jesusfueranfaenger, wutbuerger, schwimmhaeuten",1,2021-07-15 13:18:27.771428608+00:00
13560,267,"soforthilfekonto, geld, kontinent, allianz, niedriglohnhintergrund",3,2021-07-15 13:18:27.771428608+00:00
13561,269,"multimilliardaere, zentralen, cdu, fdp, seehofer",1,2021-07-15 13:18:27.771428608+00:00
13562,272,"containermangel, bienwaldbahn, regionalverkehr, wassermenge, trocknungsprozess",1,2021-07-15 13:18:27.771428608+00:00
13563,273,"flussverlaeufe, friesenbach, ueberschwemmten, karte, sicherheit",4,2021-07-15 13:18:27.771428608+00:00
13564,276,"autos, ankauf, vieleautos, parkgebuehr, unvernuenftige",1,2021-07-15 13:18:27.771428608+00:00
13565,277,"tierproduktekonsum, gruppierungen, hirschhausen, klimapolitik, rheinpromenade",8,2021-07-15 13:18:27.771428608+00:00
13566,280,"rufnummer, reisende, hilfsangebote, hamburg, situation",5,2021-07-15 13:18:27.771428608+00:00
13567,282,"kanzlerkandidat, wahlkampf, energiekonzern, opblitzkrieg, arbeitsgerichten",7,2021-07-15 13:18:27.771428608+00:00
13568,283,"spenden, finanzhilfen, staatsministerium, ortnews, card",1,2021-07-15 13:18:27.771428608+00:00
13569,284,"karma, lachend, skycl, karlshafen, ubahn",1,2021-07-15 13:18:27.771428608+00:00
13570,285,"radio, steigt, konstant, photos, rekordwert",1,2021-07-15 13:18:27.771428608+00:00
13571,286,"vergleichsbild, tradition, neckarpromenade, luftmatratze, klimaluege",2,2021-07-15 13:18:27.771428608+00:00
13572,290,"juenger, greta, push, fußballfelder, erhoe",1,2021-07-15 13:18:27.771428608+00:00
13573,291,"infos, schienenersatzverkehr, adventskalender, trending, mitteldeutsche",1,2021-07-15 13:18:27.771428608+00:00
13574,292,"smartphone, gratis, liveuebertragung, wettermelder, ndrive",1,2021-07-15 13:18:27.771428608+00:00
13575,293,"koordiniert, wiederaufbau, stadtbekannte, sehhund, patientenakten",1,2021-07-15 13:18:27.771428608+00:00
13576,295,"situation, stadtgemeinde, ooooooop, cheats, dragons",2,2021-07-15 13:18:27.771428608+00:00
13577,296,"stadtteilen, fliegende, wae, colibakterien, freizeitanlagen",2,2021-07-15 13:18:27.771428608+00:00
13578,297,"attentat, stadtgemeinde, lounge, paketzusteller, ingenieuren",1,2021-07-15 13:18:27.771428608+00:00
13579,299,"verlogen, montagmorgen, wasfuereinwetter, zweitschlimmste, class",1,2021-07-15 13:18:27.771428608+00:00
13580,302,"sondersendung, konnte, ard, traumatisiert, verheerendes",2,2021-07-15 13:18:27.771428608+00:00
13581,303,"ksk, rheinfaehre, spendenkonto, uhr, kernenergie",2,2021-07-15 13:18:27.771428608+00:00
13582,305,"leben, riskiert, schwerverletzte, ertranken, taubengemeinschaft",1,2021-07-15 13:18:27.771428608+00:00
13583,309,"eifel, lipinski, schwarzbraunerosten, patriotisch, ortm",2,2021-07-15 13:18:27.771428608+00:00
13584,310,"eifelort, schuld, verbinde, tragische, schulschließungen",1,2021-07-15 13:18:27.771428608+00:00
13585,312,"regenfaellen, fluss, nachtdienst, sbbconnect, augustusbruecke",1,2021-07-15 13:18:27.771428608+00:00
13586,314,"wassermassen, spontanen, gerberstadt, schlobachshof, issn",1,2021-07-15 13:18:27.771428608+00:00
13587,316,"katastrophenfall, searches, suedwest, reinhardtsdorf, stigma",1,2021-07-15 13:18:27.771428608+00:00
13588,317,"traurig, zerstoerungen, hoffe, ironie, sicheres",3,2021-07-15 13:18:27.771428608+00:00
13589,319,"rechtlichen, faktencheck, minderheit, antidiskriminierungsgesetz, bestrafen",1,2021-07-15 13:18:27.771428608+00:00
13590,320,"staatsversagen, sicherheit, ersetzt, pferderennbahn, stadtbruecke",1,2021-07-15 13:18:27.771428608+00:00
13591,322,"bezahlschranke, umweltkatastrophe, perspektive, interview, weitergehen",3,2021-07-15 13:18:27.771428608+00:00
13592,323,"pappbecher, verpackungssteuer, kaffeebecher, gezahlter, familienangebote",2,2021-07-15 13:18:27.771428608+00:00
13593,324,"bedroht, bitter, sensibler, extremereignissen, abenteuerurlaub",1,2021-07-15 13:18:27.771428608+00:00
13594,325,"starkregens, tragisch, zumindest, region, betroffen",3,2021-07-15 13:18:27.771428608+00:00
13595,326,"behindertenw, sterben, dpa, news, free",2,2021-07-15 13:18:27.771428608+00:00
13596,327,"druck, hotline, rwe, neuen, landrat",4,2021-07-15 13:18:27.771428608+00:00
13597,328,"kinderkleidung, baby, free, telekom, elvira",1,2021-07-15 13:18:27.771428608+00:00
13598,330,"logos, beiden, westfalen, pfalz, rheinland",1,2021-07-15 13:18:27.771428608+00:00
13599,331,"betonbaender, reiten, wazplus, westerwaldstraße, niederlande",1,2021-07-15 13:18:27.771428608+00:00
13600,332,"studis, wohnungen, unglaublichen, spendenlager, personalisierte",1,2021-07-15 13:18:27.771428608+00:00
13601,334,"turbulenter, weatherradar, wetterticker, ueberlaufen, wetterkatastrophen",1,2021-07-15 13:18:27.771428608+00:00
13602,341,"badneuenahr, fahrrinne, ortboeen, deilbachhammer, boellerschuesse",1,2021-07-15 13:18:27.771428608+00:00
13603,342,"fuck, angehoerigen, starke, menschen, parker",2,2021-07-15 13:18:27.771428608+00:00
13604,345,"borussia, antenne, meerwasser, trickbetrueger, strandfeeling",2,2021-07-15 13:18:27.771428608+00:00
13605,346,"bundesstraße, drama, unwetter, digitalministerium, qualitaetsjournalismus",1,2021-07-15 13:18:27.771428608+00:00
13606,351,"hauptstadtregion, fernsehsender, berlin, katastrophe, kreativitaet",1,2021-07-15 13:18:27.771428608+00:00
13607,352,"glueck, katastrophe, standhaftigkeit, kitsch, mutuals",3,2021-07-15 13:18:27.771428608+00:00
13608,355,"resilient, klimaanpassung, klimapolitik, reaktionen, wahl",4,2021-07-15 13:18:27.771428608+00:00
13609,356,"falschmeldungen, stadtwerke, open, artikel, online",2,2021-07-15 13:18:27.771428608+00:00
13610,357,"posching, geschnitzt, finnischen, packerl, walls",1,2021-07-15 13:18:27.771428608+00:00
13611,358,"angst, wasser, renatuierung, firmengelaende, endcoal",2,2021-07-15 13:18:27.771428608+00:00
13612,359,"studiogast, rw, willkommhoeft, urlaubsplanung, griese",3,2021-07-15 13:18:27.771428608+00:00
13613,363,"kommunen, unwetter, waldhilsbach, photovoltaikanlage, fußballturniere",2,2021-07-15 13:18:27.771428608+00:00
13614,366,"landesstraße, bahnhofstraße, neckarmuehlbach, joggern, haltestellenbereichs",1,2021-07-15 13:18:27.771428608+00:00
13615,368,"burdecki, evelyn, tennisspieler, irlenbusch, schwiegermutter",1,2021-07-15 13:18:27.771428608+00:00
13616,369,"boomer, surreal, vielerorts, nordrhein, glueck",4,2021-07-15 13:18:27.771428608+00:00
13617,370,"entspannt, hochwasssers, faq, oleftalsperre, insights",1,2021-07-15 13:18:27.771428608+00:00
13618,373,"stromversorg, plastikmehrwegflaschen, einwegflaschen, pinwand, tritin",1,2021-07-15 13:18:27.771428608+00:00
13619,374,"klimawandel, events, stadtgemeinde, ffbrk, freizeitspaß",1,2021-07-15 13:18:27.771428608+00:00
13620,375,"zeigt, video, katastrophe, unwetter, absurdes",2,2021-07-15 13:18:27.771428608+00:00
13621,376,"spendenkonto, eifel, pflanzenmaterial, todgeweihten, aqua",1,2021-07-15 13:18:27.771428608+00:00
13622,377,"lnw, staatschef, duesseldorf, rp, personen",11,2021-07-15 13:18:27.771428608+00:00
13623,380,"politiker, sozialdemokratischen, republikaner, liberalen, lebensretten",1,2021-07-15 13:18:27.771428608+00:00
13624,382,"pfalz, rheinland, ortvia, ordensbruder, auszahlung",1,2021-07-15 13:18:27.771428608+00:00
13625,384,"uebersterblichkeit, zeiten, umweltschuetzer, ueberwachungsgesetze, profit",2,2021-07-15 13:18:27.771428608+00:00
13626,388,"fallout, klimakatastrophe, menschengemachten, ersten, rettungsschwimmerin",4,2021-07-15 13:18:27.771428608+00:00
13627,389,"bilder, katastrophe, pf, desinformation, regenwald",1,2021-07-15 13:18:27.771428608+00:00
13628,390,"klimakriseistjetzt, hagen, klimakatastrophe, umweltpolitik, umweltmeteorologie",3,2021-07-15 13:18:27.771428608+00:00
13629,392,"casino, eingestellt, schifffahrt, dsngerman, newsde",1,2021-07-15 13:18:27.771428608+00:00
13630,396,"hunderte, nordrhein, rheinland, vrbanatz, stromrechnungen",2,2021-07-15 13:18:27.771428608+00:00
13631,398,"emotionalste, planeten, wuppertal, krise, leider",4,2021-07-15 13:18:27.771428608+00:00
13632,399,"erftstadt, wassermassen, witteundscholz, secretarius, zdfkultur",1,2021-07-15 13:18:27.771428608+00:00
13633,402,"antifa, solidarisch, verzweiflung, emotionaler, wsws",2,2021-07-15 13:18:27.771428608+00:00
13634,404,"falsche, career, bezahlung, regionalverbaende, abertausende",1,2021-07-15 13:18:27.771428608+00:00
13635,407,"stadtmitte, wasser, massivem, harthkanal, goldener",1,2021-07-15 13:18:27.771428608+00:00
13636,408,"ueberdenken, horror, viele, informationspflichten, gesetzgeber",2,2021-07-15 13:18:27.771428608+00:00
13637,409,"nordrheinwestfalen, tief, betroffen, beschissenen, artikelstandort",1,2021-07-15 13:18:27.771428608+00:00
13638,410,"dreyer, entspannt, rotebruecke, optimale, soma",1,2021-07-15 13:18:27.771428608+00:00
13639,414,"bevertalsperre, wa, anwohner, zerowaste, begrenztes",2,2021-07-15 13:18:27.771428608+00:00
13640,416,"vergangenheit, seltener, warum, moeglich, erste",5,2021-07-15 13:18:27.771428608+00:00
13641,417,"militaerischen, katastrophenalarm, diskreditieren, massive, breaking",2,2021-07-15 13:18:27.771428608+00:00
13642,419,"forum, katastrophengebieten, landkeise, laptops, labdoo",1,2021-07-15 13:18:27.771428608+00:00
13643,423,"barrieren, fliesenleger, sahrbach, seekrankheit, ortwasser",1,2021-07-15 13:18:27.771428608+00:00
13644,424,"verschwunden, gigantisches, weihnachts, baumstumpen, standes",1,2021-07-15 13:18:27.771428608+00:00
13645,426,"rueckweg, thw, fahrbahnsperrung, fabrikstraße, monatsbeginn",2,2021-07-15 13:18:27.771428608+00:00
13646,427,"gully, hillmeier, stormarner, theodorheussbruecke, luebeck",1,2021-07-15 13:18:27.771428608+00:00
13647,430,"unwetter, rhineside, industrialisierung, klarstellung, drittgroeßte",1,2021-07-15 13:18:27.771428608+00:00
13648,434,"ahrweiler, kochen, ahrweilers, wut, hundes",2,2021-07-15 13:18:27.771428608+00:00
13649,437,"tragisch, spendenkonten, monumentales, room, netzwerke",5,2021-07-15 13:18:27.771428608+00:00
13650,439,"mosel, exil, pollenflug, bie, khsfotographie",1,2021-07-15 13:18:27.771428608+00:00
13651,443,"fridaysforfuture, denkt, klimakatastrophe, klimakrise, klima",4,2021-07-15 13:18:27.771428608+00:00
13652,444,"sinken, deutschen, norddeutschen, bleibt, klassen",2,2021-07-15 13:18:27.771428608+00:00
13653,445,"akut, bibliothek, angriffen, betroffenheitsdarsteller, shoa",1,2021-07-15 13:18:27.771428608+00:00
13654,446,"fernwaermeleitungen, aort, schlossortergtunnel, blockiert, null",1,2021-07-15 13:18:27.771428608+00:00
13655,448,"jaehriger, klima, iwi, roeckchen, vielversprechend",1,2021-07-15 13:18:27.771428608+00:00
13656,452,"videos, minecraft, skywars, enderperlen, hotvideo",1,2021-07-15 13:18:27.771428608+00:00
13657,453,"feierabend, scheiß, stunden, muldestadt, nachtaufnahme",1,2021-07-15 13:18:27.771428608+00:00
13658,455,"weggeworfener, haushaltsmuell, statikern, kommunalpolitischer, sommerbaustellen",1,2021-07-15 13:18:27.771428608+00:00
13659,456,"pumpt, fuehrende, rwe, wasser, werkkunstschule",1,2021-07-15 13:18:27.771428608+00:00
13660,459,"angehoerigen, flooding, mainfaehre, interobservatory, verortindungsstraße",1,2021-07-15 13:18:27.771428608+00:00
13661,460,"baunagram, stadtverwaltung, gesperrt, spieglein, ulbricht",2,2021-07-15 13:18:27.771428608+00:00
13662,467,"wasserhoechststand, flusskreuzfahrten, prognosen, wochenende, urbane",1,2021-07-15 13:18:27.771428608+00:00
13663,468,"zwoelf, romanski, mglw, zvw, medienhafen",1,2021-07-15 13:18:27.771428608+00:00
13664,470,"vergangenheit, barbaren, bereicherten, gluecksritter, tigermuecken",1,2021-07-15 13:18:27.771428608+00:00
13665,473,"kreis, derfotokrieger, sandsackabfuellanlagen, orthafen, korea",1,2021-07-15 13:18:27.771428608+00:00
13666,475,"stuermen, sensoren, wettertiming, arbeitskleidung, erwachsene",1,2021-07-15 13:18:27.771428608+00:00
13667,478,"politik, kanzlerkandidat, schrecklich, kritik, eudiktatur",2,2021-07-15 13:18:27.771428608+00:00
13668,-1,"steinmeier, garzweiler, kohlekraftwerk, westfalenpost, windraeder",360,2021-07-16 10:05:06.514285824+00:00
13669,0,"bundesland, wasserwirtschaftsaemter, genauere, unteren, hochwasser",21,2021-07-16 10:05:06.514285824+00:00
13670,2,"infektionskrankheiten, pluenderungsversuchen, alpen, berichtet, nordrhein",5,2021-07-16 10:05:06.514285824+00:00
13671,3,"maximum, fallend, acht, steigt, metern",2,2021-07-16 10:05:06.514285824+00:00
13672,4,"wassermuehlenbetreiber, unterstuetzun, lausitzer, koordiniert, angebote",10,2021-07-16 10:05:06.514285824+00:00
13673,5,"konkrete, stall, followerpower, ultras, qm",14,2021-07-16 10:05:06.514285824+00:00
13674,6,"bereitstellungsort, draengte, abendsonne, angerufen, staatskanzlei",16,2021-07-16 10:05:06.514285824+00:00
13675,7,"katastrophenfall, ueberflu, volkstrauertag, dummvolk, ostsachsen",37,2021-07-16 10:05:06.514285824+00:00
13676,8,"berliner, morgenpost, politik, burg, uebrigens",6,2021-07-16 10:05:06.514285824+00:00
13677,9,"unkoordiniertehilfe, hilfeersuchen, registriert, agentur, hilfsangebote",8,2021-07-16 10:05:06.514285824+00:00
13678,10,"dammbruchgefahr, stromleitungen, unwetterlage, pf, polizei",8,2021-07-16 10:05:06.514285824+00:00
13679,11,"lausitzer, vorhersagezentrale, alarmsystem, alarmstufe, historischen",7,2021-07-16 10:05:06.514285824+00:00
13680,12,"beweise, tweet, meldungen, google, steinmeier",6,2021-07-16 10:05:06.514285824+00:00
13681,13,"sichert, staatsoberhaupt, steinmeier, stad, schwierige",12,2021-07-16 10:05:06.514285824+00:00
13682,14,"wasserschutzp, problemfelder, katastrophal, kohlekraftwerk, davongekommen",5,2021-07-16 10:05:06.514285824+00:00
13683,15,"zufahrtsstraßen, tunnel, gesperrt, viele, verkehrsbehinderungen",2,2021-07-16 10:05:06.514285824+00:00
13684,16,"irondicks, bspw, unglaubliche, bilder, warn",17,2021-07-16 10:05:06.514285824+00:00
13685,17,"vergleich, glueck, vorhersehba, zuruecktreten, verantwortung",4,2021-07-16 10:05:06.514285824+00:00
13686,18,"bildern, twitterwahlkaempfer, brenn, starkschauer, katastropheng",15,2021-07-16 10:05:06.514285824+00:00
13687,19,"trauerrede, taifun, stock, chance, wahlkampf",4,2021-07-16 10:05:06.514285824+00:00
13688,20,"schwarzafrikaner, wasserspeicher, kraftwerke, strategie, rwe",5,2021-07-16 10:05:06.514285824+00:00
13689,21,"fahrzeugen, bundesstraße, ausgerufen, katastrophenfall, live",4,2021-07-16 10:05:06.514285824+00:00
13690,22,"westfalenpost, reise, licht, aufraeumen, neues",3,2021-07-16 10:05:06.514285824+00:00
13691,23,"uebersichtskarten, twitterlinge, systemkollaps, honks, badschandau",10,2021-07-16 10:05:06.514285824+00:00
13692,24,"weggespuelte, fliegt, merkel, unwetterkatastrophe, katastrophengebiet",4,2021-07-16 10:05:06.514285824+00:00
13693,25,"minuten, spaeter, stadt, rums, pfarrstraße",1,2021-07-16 10:05:06.514285824+00:00
13694,27,"heute, simon, traktor, gesperrt, abendstunden",1,2021-07-16 10:05:06.514285824+00:00
13695,30,"vorbeugungsmaßnahmen, vernationalisiert, vernachlaessigt, weste, verlust",11,2021-07-16 10:05:06.514285824+00:00
13696,31,"ertrunkenen, berchtesgaden, jahrzehnten, nochmal, glueck",3,2021-07-16 10:05:06.514285824+00:00
13697,32,"trocken, patent, aussehen, wasserburg, benutzer",2,2021-07-16 10:05:06.514285824+00:00
13698,33,"sommer, regenmenge, unwettergefahr, land, quadratmeter",1,2021-07-16 10:05:06.514285824+00:00
13699,34,"monat, safarizone, pokemongocommunityday, pikachu, kartons",1,2021-07-16 10:05:06.514285824+00:00
13700,35,"perfide, landgericht, regionen, entspannt, mountainbike",5,2021-07-16 10:05:06.514285824+00:00
13701,36,"warum, solidaritaet, ahrweiler, hilfe, wasser",5,2021-07-16 10:05:06.514285824+00:00
13702,37,"kulinarische, rief, statement, spendenkonto, badneuenahr",4,2021-07-16 10:05:06.514285824+00:00
13703,38,"sehenden, wasserspiegel, fahrzeuge, bundesstraße, absaeuft",6,2021-07-16 10:05:06.514285824+00:00
13704,39,"lohrsdorf, heimersheim, green, badneuenahr, unwetter",3,2021-07-16 10:05:06.514285824+00:00
13705,40,"stromversorgung, wasserspaß, risikogebiet, schlaf, parkhaus",1,2021-07-16 10:05:06.514285824+00:00
13706,42,"bubble, betr, heimatstadt, abawi, hegering",2,2021-07-16 10:05:06.514285824+00:00
13707,43,"atilla, unscharf, hildmann, militaerische, ehemaligen",5,2021-07-16 10:05:06.514285824+00:00
13708,44,"schulkinder, hubschraubereinsatz, schulzentrum, gymnich, lehrer",1,2021-07-16 10:05:06.514285824+00:00
13709,45,"unver, eifelstrecke, erzaehlte, zugverkehr, flooding",3,2021-07-16 10:05:06.514285824+00:00
13710,46,"warnmeldungen, wuerttemberg, warnungen, sonntag, warnung",5,2021-07-16 10:05:06.514285824+00:00
13711,47,"ramsau, nachrichtenagentu, gemeinschaft, webcam, praesident",4,2021-07-16 10:05:06.514285824+00:00
13712,48,"gestorben, nordrhein, tote, mensc, staudamm",3,2021-07-16 10:05:06.514285824+00:00
13713,49,"surreal, besuch, kupferdreh, wahrscheinlich, halben",2,2021-07-16 10:05:06.514285824+00:00
13714,50,"stadt, hochwasser, nk, januar, fischauktionshalle",4,2021-07-16 10:05:06.514285824+00:00
13715,52,"canyon, grand, mini, bergwerke, alpenparadies",1,2021-07-16 10:05:06.514285824+00:00
13716,53,"fck, premierinn, echter, unwaehlbar, skandal",6,2021-07-16 10:05:06.514285824+00:00
13717,54,"einsturzgefahr, normales, fuck, hoc, atem",4,2021-07-16 10:05:06.514285824+00:00
13718,57,"ortsnetzst, stromversorgung, region, klagen, schutzkleidung",1,2021-07-16 10:05:06.514285824+00:00
13719,58,"grundbeduerfnisse, hygiene, first, trinken, klimaschutz",3,2021-07-16 10:05:06.514285824+00:00
13720,59,"westdeutschland, bully, depot, sieben, truemmeriraner",1,2021-07-16 10:05:06.514285824+00:00
13721,60,"testspiels, ticketeinnahmen, beeindruckt, union, nirgendwo",2,2021-07-16 10:05:06.514285824+00:00
13722,61,"hambach, sonargeraet, fahrzeuge, bayerischen, ahrweiler",5,2021-07-16 10:05:06.514285824+00:00
13723,62,"nordrheinwestfalen, katastrophalen, steinmeier, massiv, wasserhaushalt",3,2021-07-16 10:05:06.514285824+00:00
13724,63,"saarburg, feuerwehren, feuerwehrschule, dyksterhusen, huegelhelden",1,2021-07-16 10:05:06.514285824+00:00
13725,64,"kreiseuskirchen, brauchen, landesstiftung, stadtgemeinde, flensburger",4,2021-07-16 10:05:06.514285824+00:00
13726,65,"landkreisen, stadtfest, voraussichtlicher, amazonas, streeck",1,2021-07-16 10:05:06.514285824+00:00
13727,66,"politikern, menschengemachten, erderhitzung, reaktionen, klimakrise",6,2021-07-16 10:05:06.514285824+00:00
13728,67,"irgersdorf, laschets, eifel, naturgutophoven, kliemann",6,2021-07-16 10:05:06.514285824+00:00
13729,68,"lucky, millio, weren, crowdfunding, privater",9,2021-07-16 10:05:06.514285824+00:00
13730,69,"konstant, stand, gt, cm, rhein",1,2021-07-16 10:05:06.514285824+00:00
13731,70,"pinnwand, spendenaktion, best, uclfinal, slovakia",2,2021-07-16 10:05:06.514285824+00:00
13732,72,"goodbye, weiterzugehen, berich, unwettergefahr, falsch",8,2021-07-16 10:05:06.514285824+00:00
13733,73,"obi, apple, dutzende, spendet, feuerstrum",3,2021-07-16 10:05:06.514285824+00:00
13734,74,"schienenersatzverkehr, berchtesgadener, klima, weiterhin, regen",3,2021-07-16 10:05:06.514285824+00:00
13735,75,"katastrophenfall, horror, strafen, hurrikan, asteroiden",1,2021-07-16 10:05:06.514285824+00:00
13736,77,"laschetdarfnichtkanzlerwerden, informiert, katastrophenfall, klimakatastrophe, abend",3,2021-07-16 10:05:06.514285824+00:00
13737,78,"traunste, grueneverhindern, kuehltruhe, element, rheins",6,2021-07-16 10:05:06.514285824+00:00
13738,79,"zerstoertem, aprizionde, bald, thw, reutern",4,2021-07-16 10:05:06.514285824+00:00
13739,84,"kuerzeren, ruhreinzugsgebiet, landgericht, behauptet, badschandau",8,2021-07-16 10:05:06.514285824+00:00
13740,85,"starkregenereignisse, falsch, klimawandel, winindustry, tierversicherung",2,2021-07-16 10:05:06.514285824+00:00
13741,86,"burg, miniwaeldchen, rufe, mojip, entwicklung",10,2021-07-16 10:05:06.514285824+00:00
13742,88,"obi, konkrete, floods, thw, betroffenen",4,2021-07-16 10:05:06.514285824+00:00
13743,89,"flusspegeln, weia, chiemgau, verschwindet, steigenden",5,2021-07-16 10:05:06.514285824+00:00
13744,90,"uniklinik, kliniken, betroffen, unternehmenszahlen, dankenswerter",1,2021-07-16 10:05:06.514285824+00:00
13745,91,"zelda, helluvaboss, yeosang, karma, lachend",2,2021-07-16 10:05:06.514285824+00:00
13746,93,"familien, bundeswehr, danke, waldstetter, dschungelcamp",3,2021-07-16 10:05:06.514285824+00:00
13747,95,"gesperrter, wetterschaeden, autobahnen, bahnverkehr, update",2,2021-07-16 10:05:06.514285824+00:00
